NOMBRE DE LA FARMACIA,NOMBRE DE CONTACTO,DIRECCION,DEPARTAMENTO,MUNICIPIO,TELEFONO,CELULAR,NIT
PHARMALIFE,JHANETH YESSICA KAPA TICONA,CALLE OBISPO CARDENAS NRO 1475 ENTRE CALLE LOAYZA Y CALLE BUENO FRENTE A LA FACULTAD DE DERECHO ZONA CENTRAL DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,68124369,9952413010
PHARMALIS,GLADYS CALLE CAYO,"CALLE 5 NO. 98 B, ENTRE RAUL SALMON Y AV. TIAHUANACO, ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2824583,71853067,4038166013
PHARMALIVE,REINA CAROLINA CORI MARTINEZ,"AVENIDA COCHABAMBA, NO. 2028 PB. ZONA ILLAMPU DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,65669823,8335819019
PHARMANILO,ROSARIO VICTORIA MELGAREJO BARRON,"AV. TITO YUPANQUI, NO. 1348 CERCA AL RETEN POLICIAL Y LA CALLE JOSE MARIA VALDIVIA, A UNA CUADRA Y MEDIA DEL CRUCE DE VILLAS, ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76502016-75849935,4811237010
PHARMANILO SUCURSAL 1,NELLY MARIA QUISBERT GUARACHI,CALLE  COLON NO 1323 EDIFICIO S/N PISO PB  EXTERIOR TIENDA 610 ESQUINA CALLE BALLIVIAN  ZONA CENTRAL DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,,4811237010
PHARMANOVA,JUDITH LUCIA SILVA MONRROY,"AVENIDA HERNANDO SILES, EDIFICIO BRITANNIA, PISO 1, OFICINA 1, NO. 406, ESQUINA CALLE 15, ZONA DE OBRAJES, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,79661843,3491101016
PHARMAREADY,CARMEN LOZA GUTIERREZ,"AV. 16 DE AGOSTO NO. 4834, URB. 21 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70137507,7001485014
PHARMARETRO,BEATRIZ ARIAS QUISPE,"AVENIDA GRAL. GERMAN BUSCH NO. 1258 PISO PB., ESQUINA CALLE A, A MEDIA CUADRA DE LA UNIDAD EDUCATIVA VILLA EL CARMEN, ZONA SANTIAGO II DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73296852,9228040017
PHARMA ROCIO,ROCIO DORA HUAYHUA CHAMACO,"AVENIDA CAQUINGORA, NO. 2004, EDIFICIO PERLA NEGRA, ZONA COLLPANI COSMOS 79, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67062670,8448453014
PHARMASUCRE,ALVARO CHIPANA RAMOS,AVENIDA SUCRE EDIFICIO YENNY N° 876 ZONA AGUA DE LA VIDA ESQUINA CALLE BOLIVAR DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,62500644,12862456018
PHARMA TITILE,JHOVANA WITO FLORES,"AV. COCHABAMBA N°2205, ESQUINA AV. VICENTE  BALLIVIAN, ZONA COSMOS 79 SENKATA, DELA CIUDADDE EL ALTO",LA PAZ,LA PAZ,,75284891,8383114013
PHARMAYAPACANI,ANA MEJIA VERDUGUEZ,AV. SANTA FE NO. 2025 ENTRE CALLE TONGARAGUA Y AV. BOYACA DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,67237133,5414344016
PHARMAYHOR,VARINIA YHORJELIS MOLINA ARCE,CALLE SAN JUAN NO. 155 ZONA VILLA ARMONIA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,69738941,9993454016
PHARMAZUL,GABRIELA ISABEL CONTRERAS BELTRAN,"AV. SAAVEDRA , EDIFICIO TORRE REAL, PISO P.B., OFICINA 2, NO. 2055, ENTRE CALLES F, PRUDENCIO Y NICARAGUA FRENTE ESTADIO OBRERO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72065107-73030182,3554735012
PIZARRO,TATIANA LYNN PIZARRO GUTIERREZ,"AVENIDA SIMON BOLIVAR N° 1944, A UNOS 80 METROS DEL ESTADIUM HERNANDO SILES, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73556795,9126737015
PLUSFARMA,CORINA BLANCA CHOQUEHUANCA ALARCON,"AVENIDA COCHABAMBA, NO. 440, URBANIZACION CALUYO, ENTRE AVENIDA BOLIVIA Y AVENIDA COCHABAMBA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70573761,4792536013
PODER DE DIOS,JULIE ANELIZ JIMENEZ CALISAYA,"AVENIDA QUINTANILLA SUAZO, NO. 597, ZONA PURA PURA, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75294355,5966209011
PODER DE DIOS,,AVENIDA QUINTANILLA SUAZO N° 597 FRENTE FABRICA SAID Y LA GRUTA DE SAGRADOS CORAZONES ZONA PURA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,79592698,4795367017
POR SALUD,SONIA MENDOZA MAMANI,CALLE GASPAR JURADO NO. 342 DE LA ZONA IRPAVI DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,2720182,,4777975010
POR SALUD 1,,"AV. THE STRONGEST NO. 2000, ENTRE AV. LAS MADRES Y LA ULTIMA PARADA DEL PUMA KATARI, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2711372,68071966,4777975010
POR TI,,"CALLE CACERES NO. 10 ESQ. AVENIDA JUAN PABLO II, ZONA RIO SECO, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76512673,6800537011
POR TI SUCURSAL 1,,"AV. LITORAL NO. 1015, ZONA COSMOS 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76512673,6800537011
POR TI SUCURSAL 3,,"PLAZA SIMON BOLIVAR, EDIF. S/N, PISO PLANTA BAJA, OFICINA TIENDA 3, NO.7, ENTRE CALLES ROBORE Y BUSTAMANTE, ZONA VILLA ADELA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72538145,6800537011
PRADOS DE VENTILLA,DELINA AURORA CORO QUISPE,"AV. 23 DE MARZO, NO. 5495, ESQUINA CALLE CALAMA, ZONA 23 DE MARZO, CRUCE VENTILLA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79533702,6038598010
PRECIO JUSTO,CECILIA CRIALES VILLCA,"AVENIDA BUENOS AIRES, NO. 884, ZONA LOS ANDES, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,79018084,4750026014
PREMIER,MARCO ANTONIO MARTINEZ CONDORI,"CALLE 29 N° 777, EDIFICIO TITAN, PISO PB, OOFICINA 103, FRENTE  A LA CALLE 1, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73001714,9865961016
PREMIUM,JEOVANA JACHO SARZURI,"AVENIDA 25 DE JULIO, NRO. 4184, ESQUINA CALLE CHILLAYA A UNA CUADRA DE LA PLAZA MUNICIPAL EL ALTO, ZONA 25 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74916703,9208257017
PREMIUM,JEOVANA JACHO SARZURI,AVENIDA 25  DE JULIO NRO 4184 ESQUINA CALLE CHILILAYA  A UNA CUADRA DE LA PLAZA MUNICIPAL  EL ALTO ZONA 25 DE JULIO DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,74916703,9208257017
PRIBIAN,WARA HELGA CAZORLA CANAVIRI,"CALLE RICARDO BUSTAMANTE, NO. 619, ZONA GRAN PODER DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77745960-67027928,12423640019
PRIMAVERA,MARIELA PANDO CALDERON,"AV. PANDO, NO. 287, ZONA SAN SEBASTIAN, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73545887 - 79018084,4811540014
PRIMAVERA SUCURSAL II,RUTH ALINA CHOQUE MAMANI,"CALLE SEBASTIAN SEGUROLA NRO. 670 EDIFICIO CENTRO COMERCIAL, PISO PLANTA BAJA, TIENDA 2 ENTRE CALLE VICENTE OCHOA Y CALLE  ELOY SALMON, ZONA GRAN PODER DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73545887,4811540014
PRISVAL,GENARA AYDEE ESCOBAR RIVEROS,CALLE MURURATA N° 1253 ZONA LA MERCED - VILLA FATIMA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,22211878,67015473,250972018
PROGRESO,JENNY EVIS FLORES TORO,"CALLE 30, N° 31 ESQUINA CALLE LUIS ESPINAL,  ZONA COTA COTA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2223157,70660017,1300622017
PROMEDFAR S.R.L,SHEYLA GISELLE QUIROGA CASTILLO,"AVENIDA BUENOS AIRES NRO. 76 A UNA CUADRA DE LA PLAZA RAMIRO CASTILO A MEDIA CUADRA DE LA CALLE 1, ZONA INCA LLOJETA TIWIÑA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77551799,351776027
PROSALUD CLINICA 16 DE JULIO,NAHOMI ELENA CORNEJO VASQUEZ,"AVENIDA JUAN PABLO II NO. 2875, ZONA FERROPETROL (BORIS BANZER) DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71558852,1028231025
PROSALUD CLINICA LA PAZ,ENCARNACION GLORIA MARCONI ARUQUIPA,"CALLEJON PASOSKANKI NO. 16, EDIFICIO PROSALUD PLANTA BAJA, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71558852,1028231025
PROSALUD SUCURSAL ACHUMANI,OFELIA PANAMA NINA,"CALLE 10, M GOYA, NO. 15, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71558852,1028231025
PROSALUD VILLA BOLIVAR,ENCARNACION GLORIA MARCONI ARUQUIPA,"AVENIDA TIAHUANACO- URU URU, NO. 207, ENTRE CALLES 131 Y 132, AL FRENTE DEL MERCADO NUEVA ALIANZA, ZONA VILLA BOLIVAR D DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71558852,1028231025
PRO - VIDA,MARIBEL YOVANA LULLEMAN GUTIERREZ,"CALLE 4 NO. 75, ESQ. AV. CIVICA, ZONA VILLA TEJADA TRIANGULAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73500325,3351729019
PROVIDENCIA,ELIZABET ROXANA LAURA POMA,"CALLE COMERCIO EDIFICIO GALERIA ELANCE, PISO 1 DEPARTAMENTO/OFICINA/LOCAL  NRO:854 ZONA SAN SEBASTIAN ENTRE CALLE PICHINCHA Y GERARDO SAN JINEZ",LA PAZ,LA PAZ,,76581230,4314329010
PROVIMED,,"AVENIDA JULIO CESAR VALDEZ NO. 304, ESQUINA MANZANO D, A UNA CUADRA DEL RETEN POLICIAL, ZONA KISWARAS DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70110543,6078704014
PUNTO DE SALUD ANNET,WILMA CHIPANA NINA,"AVENIDA 16 DE JULIO, NO.367, ENTRE CALLE FOURNIER Y PLAZA LIBERTAD, ZONA 16 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73030656,4998848010
QHENISSA,FAUSTINA JOVITA MAYTA QUISPE,"AVENIDA JULIO CESAR VALDEZ NO. 2114, ZONA SAN PEDRO DE CHARAPAQUI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,78920535,4811228010
QUELALI G Y V,VIVIANA QUELALI QUISPE,AVENIDA 2 DE FEBRERO NO. 87 DE LA ZONA YUNGUYO DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,71543739,7011020019
QUERUBIN,,"CALLE NICOLAS ACOSTA NO. 442, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70597446,6793662017
QUIFARM,BLANCA ELVIRA QUISPE CONDORI,"CALLE LITORAL NO. 18, ENTRE CALLEJON TUPAK KATARI, ZONA ALTO MARISCAL SANTA CRUZ DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72590827,3445300016
QUIMIOFAR,XIMENA GLADYS GARCIA GARCIA,"AVENIDA SATELITE, NO. 1058, ENTRE CALLE 2 Y AVENIDA 2, FRENTE A LA PLAZA TRIANGULAR, ZONA SANTIAGO 1, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,69742945,10022024015
QUINOFAR,DINELSA DAYMIRA QUINO TARQUINO,"AVENIDA PRIMAVERA NO. 110, DIAGONAL A LA CANCHA FERROVIARIA, ZONA CIUDADELA FERROVIARIA, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,60666046,6763553017
RADA SUAREZ,PATRICIA MARIA MONTAÑO CUENTAS,"AVENIDA LANDAETA NO. 432, EDIFICIO ROSELSA, PISO P.B., OFICINA 2, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2480728,,3458472016
RAFAELA,,"AV. RAMIRO CASTILLO NO. 1002, ZONA VILLA EL CARMEN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72092395,4804767014
RAMHEL URIA,HELEN NIEVES RAMOS MARCA,"CALLE 6, NO. 10, ESQ. AVENIDA CIRCUNVALACION ENTRE CALLE 5 Y CALLE 7 DE LA ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77259191,5971710019
RAMOS R&Y SUCURSAL 1,SOLEDAD MAURA BELTRAN TICONA,"AV. PANDO NO. 34 ENTRE CALLE ILLIMANI Y AV. INGAVI, ZONA CENTRAL DEL MUNICIPIO DE VIACHA DEL DEPARTAMENTO DE LA PAZ",LA PAZ,EL ALTO,,73205191,8300523016
RANGO,,"CALLE VERSALLES NO. 8324, ESQUINA CALLE ALEJANDRIA, ZONA 25 DE JULIO SENKATA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2854247,78914197,9258227015
RAPHAEL,FRIDDA AMANDA TERCEROS GUTIERREZ,"CALLE CLAUDIO SANJINES NO. 1590, ZONA MIRAFLORES BAJO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2242227,61208230,2726416010
RAPHAELOS-CORP.,GRISELDA SARMIENTO HUASCO,"CUIDAD EL ALTO ZONA/VILLA ESPERANZ, CALLE:7 Nº 18",LA PAZ,EL ALTO,,77242539,9173518018
RAPHA I,,"AVENIDA RIOS YATA NO. 1175, ENTRE CALLES VILLAMONTES Y ALIHUATA, ZONA EXCOMBATIENTES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75819400-78915146,6978006011
RAQUEL,JULIO CESAR GUTIERREZ CONDORI,"AV. RAMIRO CASTILLO NO. 1026, DISTRITO 13, ZONA KALAJAHUIRA, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71839063,4927464
RASIEL,RASIELA MILENCA JUCHANI GUTIERREZ,"AVENIDA ARTURO BALLIVIAN OTERO, PLAN 45, Nº 1449, ZONA CIUDAD SATELITE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67090900,3397926019
R&B,HALYSON OLIVIA SANTOS MENGOA,"AV. BOLIVIA NO. 2024, P.B., ZONA BOLIVAR MUNICIPAL DE LA CIUDAD DE EL ALTO-LA PAZ",LA PAZ,EL ALTO,,67088069,6157679014
REALFARMA,CECILIA GARCIA AGREDA CAMACHO,"AVENIDA VERSALLES NO. 6884, ENTRE AVENIDA FINAL COCHABAMBA Y LA BATALLA DE LA TABLADA, ZONA URBANIZACION LOS POCITOS DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,63100602,7030916016
R-EBENEZER,CLAUDIA VERONICA TIÑINI MAMANI,"AV. BOLIVIA, ESQ. CALLE BLASCO NUÑEZ, NO. 3504, ZONA VILLA ALEMANIA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74059256,6989707011
RED PHARMA EXPRESS,,"CALLE LUIS CRESPO NO. 960, ZONA SOPOCACHI FRENTE A LA PLAZA ANDREU DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70625395,6905830019
RED SALUD,ROXANA YULY YAPU PATON,ZONA CUIDAD SATELITE  AVENIDA ESCALONA Y AGUERO NRO 1492,LA PAZ,LA PAZ,,,4756111018
RENE SANA SANA,ABIGAIL TAMBO MAMANI,"CALLE 8 NO. 100 ENTRE CALLE DANIEL BRACAMONTE Y CALLE JUAN MATIENZO, ZONA VILLA TEJADA RECTANGULAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,22816612,69710070,6025568012
REPÚBLICA,CESAR AUGUSTO LEDEZMA ALARCON,"CALLE ALFREDO SANJINÉS , EDIFICIO ARCE, PISO PB, N°1387, ENTRE LA AVENIDA SATELITE  Y CALLE FELIPE BESTRES, ZONA CIUDAD SATELITE PLAN 175 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76534245,9251873018
RHO+,RAUL OSWALDO MAMANI ORTIZ,"AVENIDA GUADALQUIVIR, N° 3034, ESQUINA AVENIDA GUADALQUIVIR Y CALLE RIO PILCOMAYO, ZONA CUPILUPACA DE LA CIUDA DE EL ALTO.",LA PAZ,EL ALTO,,73218564,6033007016
RITSFARMA,FABIOLA CARMEN VILLARROEL VALLEJOS,"AV. PANAMERICANA S/N, ZONA CENTRAL PATACAMAYA DEL MUNICIPIO DE PATACAMAYA DEL DEPARTAMENTO DE LA PAZ",LA PAZ,PATACAMAYA,,79789885,7285259015
ROASI,SILVIA MAMANI SANCHEZ,"AV. CIVICA NO. 8, CALLE 34, ZONA ROSAS PAMPA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77233401,6066501013
ROCA DE AYUDA,TATIANA REBECA TERRAZAS ALARCON,"AV. 6 DE MARZO NO. 2204 , ZONA 27 DE MAYO SENKATA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,75864801,2476041016
ROCHER FRAMA,XIMENA JUDITH QUISPE ROCHA,"CALLE RURENABAQUE NRO, 1535, TIENDA 3 ESQUINA CALLE CASIMIRO APARICIO ZONA VILLA FATIMA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71510303,6837669011
ROCIO MADELEN,MADELEN ROCIO AGUILAR PRIETO,"CALLE MAXIMILIANO PAREDES NO. 915, EDIFICIO TAMBO ORURO, PISO P.B., OFICINA 1, ZONA BELEN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,4869001010
RODANIA,TANIA SANTANDER MARQUEZ,"AV. JORGE CARRASCO NO. 66, ENTRE CALLES 3 Y 4, ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72522481-70667906,6818109016
ROGELIO,MARIBEL HEIDY MAIDANA CHAVEZ,"AV. DESAGUADERO NO. 1792, ZONA MUNAYPATA, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70658176,4293783014
ROMA,ROXANA SALAZAR VARGAS,"AV. LAJA NO. 56, ESQ. CALLE 8, ZONA BRASIL RIO SECO EX TRANCA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77524114,4922230010
ROMER,WENDY FABIOLA ICHUTA CHOQUE,"AVENIDA LITORAL, NO. 7745, ENTRE AVENIDA LADISLAO CABRERA Y CALLE G. ARMANDO GUTIERREZ , AL FRENTE DE LA CLINICA LITORAL, ZONA ASUNCION SAN PEDRO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,61177238,6814315016
ROSA DE JERICO,BORIS FERNANDO SILES GUZMAN,"AVENIDA CIVICA NO. 517, P.B., ESQUINA PLAZA OBELISCO Y AVENIDA CIVICA, ZONA VILLA TEJADA RECTANGULAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2818139,67198120,7007561011
ROSALES,MONICA HUANCA ENCINAS,"AV. G. NO. 28, P.B., (LADO COLEGIO DALTON), ZONA COSMOS 78 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73538241,6751117017
ROSALINDA,VERONICA DEIMY AGUILAR PHILCO,"CALLE 7 NO. 66, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72534601,3301535010
ROSA MARIA,,"AVENIDA JUAN MISAEL SARACHO NO. 11106, ZONA RIO SECO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73012074,6060993017
ROSA MARIA I,EVELIN ALI NINAJA,"AV. JUAN PABLO II NO. 3680, ENNTRE CALLES HERNANI Y CALLE BALBOA ZONA FINAL LOS ANDES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,65140509,4994287011
ROSANA S.B.,ROSANA SARAVIA BAUTISTA,"AVENIDA LADISLAO CABRERA NO. 50, ENTRE CALLE 126 Y 127, ZONA VILLA BOLIVAR C DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76274177,5473828010
ROSARIO,ADELAIDA MISHEL QUINQAQUINQA LIMACHI,"AVENIDA ILLAMPU, NO. 868 ZONA ROSARIO, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,78751881,3396823018
ROSAS PAMPA,IVAN BORIS ALVARADO MONTES,"AV. 4, NO. 9, ESQUINA CALLE 16, ZONA ROSAS PAMPA, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,63114979,4858740016
ROSSLAND,MARIELA LIZET LOAYZA MACHICADO,"AV. 16 DE JULIO, NO. 500, ZONA VILLA ESPERANZA, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76208286,5978537011
ROUSE VAN,,"AVENIDA CAQUINGORA NO. 2195, ZONA COSMOS 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,63185658,9874824018
ROUSSE VAN,ANA MARIA ANIBARRO CUAQUIRA,"AV. CAQUINGORA, NO. 2004, ZONA COSMOS 79 UV ""B"" DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,22577508,,9874824018
ROUSSE VAN 1,MARCELO FELIX COLQUE CANAVIRI,"AV. CAQUINGORA NO. 1125 ZONA COSMOS 79 U.V. ""A""ENTRE CALLE WILLAQUI Y CALLE LLIPARI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77513996,9874824018
ROUSSNICOL,BETTY CALLE CRUZ,"AV. DIEGO QUISPE, NO. 6345 ESQUINA CALLE FELICIANO WILLCA, ZONA VILLA MERCEDES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76256122,7006821012
R&R,,"CALLE GENARO SANJINES NO. 451, ENTRE CALLE COMERCIO Y CALLE POTOSI, ZONA CENTRAL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75270161,6176022013
RUSSFARMA,,"CALLE AFRICA NO. 1015, ENTRE CALLE NIGERIA Y CALLE TUNES DE LA URBANIZACION JANKO KALANI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76546438,4954284011
R&W GOMEZ,WILMA MERY QUISPE CHOQUE,"AV. ADRIAN CASTILLO NO. 102, ZONA ALTO LIMA, TERCERA SECCION, ENTRE AV. 6 Y CALLE ECUADOR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,,5968112013
RW TORREZ,RENE GOMEZ BLANCO,CALLE ILLIMANI NO. 8955 ZONA ALTO LIMA 1RA SECCION ENTRE AVENIDA EDUARDO AVAROA Y CALLE 5 DE AGOSTO DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,2846327,76283766,6082968015
RYANA,ANA MARIA VILLALOBOS QUIÑONES,"AV. PERIFERICA NO. 215, ZONA VILLA DE LA CRUZ DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71945270,4313624019
RYMEDIX,,"AV. BOLIVIA NO. 2104, VILLA ALEMANIA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76248102-78959636,9227277016
SABEL,NELY CASTRO GALLEGO,"AVENIDA LADISLAO CABRERA CAMINO A VIACHA NO. 17, ZONA VILLA BOLIVAR MUNICIPAL DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77147721,6634222018
SAFIRA,VERONICA YADIRA BRAÑEZ POMA,"AV. COCHABAMBA NO. 1385, CASI ESQUINA AV. LITORAL, ZONA SAN LUIS PAMPA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,78878925,4284097019
SAGRADA CRUZ VERDE,ELVA SANDRA CAMARGO CHOQUE,"CALLE ZOILO FLORES EDIFICIO FIGLIOZZI NO. 1266 ENTRE CALLES ALMIRANTE GRAU Y RIO BAMBA, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77218536,4914913015
SAGRADA FAMILIA,JAEL HELEN AJATA RAMIREZ,"AVENIDA ARGENTINA NO. 1850, EDIF. S/N, PISO PB, OFICINA 1 ENTRE CALLES GUTIERREZ GUERRA Y DIAZ ROMERO, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,68172088,7338642019
SAGRADA FAMILIA SUCURSAL 1 BOQUERON,MARIA ISABEL MARTINEZ MAMANI,"CALLE GUTIERREZ GUERRA , NO. 1819, ESQUINA CALLE REPÚBLICA DOMINICANA, ZONA MIRAFLORES DE LA CIUDAD E LA PAZ .",LA PAZ,LA PAZ,,68172088,7338642019
SAGRADOS CORAZONES,,"CALLE 133, ESQ. CALLE 107, NO. 56 VILLA BOLIVAR D DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,62370032-77258177,4927903018
SAID,CARLA ANDREA CUENCA OSUNA,"AV. RENE BARRIENTOS ORTUÑO S/N, ZONA TRES LAS PALMERAS, LOCALIDAD LA ASUNTA (PROV. SUD YUNGAS) DEL DEPARTAMENTO DE LA PAZ",LA PAZ,LA ASUNTA,,77700377,3475985012
SALAS,BLANCA CANDELARIA SALAS COPA,"AVENIDA JUAN PABLO II, NO. 29 (ENTRE AVENIDA LUIS ESPINAL), ZONA PUERTO MEJILLONES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67016858-73515125,3675171010
SALINAS,JHONATAN SALINAS CARLOS,"CALLE 28, NO. 3, ZONA ROSAS PAMPA ENTRE AVENIDA CIVICA Y AVENIDA 4, P/B, TIENDA EXTERIOR - FRENTE A LA CANCHA ROSAS PAMPA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,61146614,12767570013
SALMO 121,MIRIAM YULIA FERNANDEZ ARPA,"AVENIDA KOLLASUYO, NO. 1567, CASI ESQUINA REYES CARDONA, ZONA EL TEJAR DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71996965,6972852011
SALMOS,JUAN VLADIMIR PACO MARIÑO,"CALLE HEROES DEL PACIFICO NO. 1789, CASI ESQUINA AVENIDA ENTRE RIOS, ZONA EL TEJAR DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76569161,5975152012
SALOMON,CARLA STEPANY CHUMACERO FEBRERO,"AV. NESTOR GALINDO, NO. 1091, ENTRE AV. PERIFERICA Y CALLE WHIPALA, ZONA VILLA CUMARAVI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67323093,8386535014
+SALUD PARA TODOS,,"URB. ELIZARDO PEREZ, AVENIDA GENERAL GERMAN BUSCH Y BAUTISTA SAAVEDRA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74904036,7072873015
